Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1216,1158,30-39,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1217,2069,18-29,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,properties first,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,,Somewhat Agree,Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral
1218,1428,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1219,1267,18-29,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Somewhat Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Strongly Disagree,,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree
1220,1969,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Neutral,,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree
1221,2733,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,fairness first,Agree,,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Agree,,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree
1222,2127,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Agree,,Neutral,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,,Neutral,Strongly Agree,Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree
1223,2378,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,unem,fairness first,Agree,,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Neutral,Agree,Agree
1224,988,60-69,Bachelor,Female,,>100000,false,false,false,true,false,,unem,fairness first,Neutral,,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,,Strongly Disagree,,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,Strongly Agree,,,,,Disagree,Disagree,,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree
1225,2998,18-29,High School,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Agree,Somewhat Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree
1226,3427,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,unem,fairness first,Disagree,,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1227,549,18-29,Associate or Diploma,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Somewhat Agree,,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Disagree,Agree,Somewhat Agree,,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,
1228,2336,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Neutral,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral
1229,1919,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Strongly Agree,Agree,Neutral,Somewhat Agree,Strongly Disagree,Agree,,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Disagree,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
1230,1424,30-39,Graduate,Female,,25000-50000,false,false,true,false,false,,unem,properties first,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,,Disagree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree
1231,1263,50-59,High School,Female,,<25000,false,false,false,true,false,,unem,fairness first,Agree,,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Disagree,,Neutral,Neutral,Agree,Agree,Neutral,Neutral
1232,2255,18-29,High School,Female,,>100000,false,false,false,false,false,white,unem,fairness first,Somewhat Agree,,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral
1233,1129,18-29,Associate or Diploma,Male,,50000-75000,false,false,true,false,false,,unem,fairness first,Somewhat Agree,,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Strongly Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree
1234,480,50-59,Bachelor,Male,,25000-50000,false,false,false,false,true,,unem,fairness first,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
1235,1187,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1236,682,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree
1237,2616,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Somewhat Disagree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,,Strongly Agree,Somewhat Disagree,Neutral,Agree,Agree,Agree
1238,2911,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
1239,2081,30-39,High School,Male,,50000-75000,false,false,false,false,true,,unem,properties first,Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,,Neutral,,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
