Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1618,1883,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,ins,properties first,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Somewhat Agree,Agree,Agree
1619,1921,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree
1620,300,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree
1621,2238,30-39,Bachelor,Male,,25000-50000,false,true,false,true,false,,ins,properties first,Agree,,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
1622,1421,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Agree,,Disagree,Strongly Disagree,Strongly Agree,,Disagree,Somewhat Disagree,Somewhat Agree,,Strongly Disagree,Strongly Agree,Neutral,Agree,Somewhat Disagree,Disagree,Somewhat Agree,,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,,Disagree,Neutral,Somewhat Agree,Disagree,Neutral,Agree,Somewhat Agree,,Agree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,,Disagree,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Agree,,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Neutral
1623,1229,30-39,High School,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Agree,,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,,Neutral,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree
1624,683,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree
1625,2211,18-29,Bachelor,Male,,>100000,false,true,false,false,false,,ins,fairness first,Agree,,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Somewhat Disagree,,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree
1626,381,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Agree,,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,,Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1627,932,40-49,Bachelor,Male,,50000-75000,false,false,false,false,true,,ins,fairness first,Agree,,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Disagree,Disagree,Neutral,Neutral,Somewhat Agree
1628,645,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,,Strongly Agree,Agree,Agree,Agree,,Agree,Somewhat Disagree,,Neutral,Neutral,,Disagree,Disagree,Somewhat Disagree,Disagree,,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Neutral,Agree,,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Strongly Agree,,Agree,Agree,Agree
1629,851,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Disagree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree
1630,295,30-39,Bachelor,Male,,75000-100000,true,true,true,true,true,,ins,properties first,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
1631,2451,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Strongly Agree,,,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Agree,Agree,Neutral,,Neutral,Agree,,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1632,1420,40-49,Associate or Diploma,Female,,>100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Somewhat Agree,Agree,,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1633,2338,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree,,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1634,2712,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Agree,,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Agree,,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
1635,2527,60-69,Associate or Diploma,Female,,<25000,false,false,false,true,false,,ins,fairness first,Agree,,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Strongly Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1636,798,18-29,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Agree,,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Somewhat Agree,Neutral,Strongly Agree,Agree,Agree,Agree
1637,1200,60-69,Bachelor,Female,,25000-50000,false,false,false,false,true,,ins,properties first,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
1638,496,50-59,Bachelor,Male,,>100000,false,false,false,true,true,,ins,fairness first,Strongly Disagree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Disagree,,Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Disagree,,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Disagree,,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,,Somewhat Agree,Agree,Strongly Agree,Strongly Agree
1639,776,18-29,Graduate,Female,,50000-75000,false,true,false,false,false,,ins,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Agree,,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
1640,1486,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Somewhat Disagree,,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral
1641,667,18-29,Graduate,Male,,<25000,false,true,false,true,false,,ins,fairness first,Agree,,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Neutral,Disagree,Somewhat Agree,Neutral,,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree
1642,675,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Agree,,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Agree,,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Agree,,Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree
1643,1764,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,true,,ins,fairness first,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral
1644,454,18-29,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Agree,Neutral,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree
1645,2000,60-69,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Agree,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,,Somewhat Disagree,Agree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Neutral,Strongly Agree,,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,,,Disagree,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Strongly Agree,Disagree,Agree,Neutral,Somewhat Agree,Disagree
1646,647,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree,,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Disagree,,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Disagree,,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1647,481,30-39,Graduate,Female,,>100000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Agree,,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,,Strongly Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
