Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race Reliability,Race Relevance,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated Reliability,Hospital Treated Relevance,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission Reliability,Admission Relevance,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges Reliability,Number of Discharges Relevance,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1410,1253,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,
1411,2666,40-49,Bachelor,Female,,25000-50000,false,true,false,true,false,,hos,properties first,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1412,1086,50-59,Graduate,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
1413,1272,18-29,Graduate,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Somewhat Disagree,,Strongly Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree
1414,279,50-59,Bachelor,Male,,<25000,false,false,true,false,false,,hos,properties first,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
1415,3094,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree
1416,755,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Disagree,,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral
1417,2193,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
1418,1537,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree
1419,475,18-29,High School,Male,,<25000,false,true,false,false,false,,hos,properties first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
1420,1902,50-59,Associate or Diploma,Male,,<25000,false,false,false,true,false,,hos,properties first,Agree,,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Agree,,Neutral,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Agree,,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,,Somewhat Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree
1421,2147,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Agree,,Somewhat Agree,Neutral,,Agree,Neutral,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Agree,Neutral,Agree
1422,1055,18-29,High School,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Neutral,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1423,613,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Somewhat Disagree,Strongly Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree
1424,1974,18-29,Graduate,Male,,>100000,false,true,false,false,false,,hos,fairness first,Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree
1425,1056,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1426,1742,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
1427,360,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,hos,fairness first,Agree,,Somewhat Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree
1428,1532,40-49,High School,Male,,<25000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Agree,,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,,Neutral,Disagree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree
1429,867,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Strongly Agree,,,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Agree,,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
1430,2923,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Somewhat Agree,,Agree,Neutral,Neutral,Somewhat Agree,Neutral,,Somewhat Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral
1431,1903,40-49,Bachelor,Male,,25000-50000,false,false,false,false,false,NATIVE AMERICAN,hos,fairness first,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral
1432,730,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,hos,properties first,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
1433,575,40-49,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Somewhat Agree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,,,,,,,,,Strongly Agree,,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Agree,,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree
1434,3385,18-29,Associate or Diploma,Male,,>100000,false,false,false,true,true,,hos,properties first,Agree,,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Agree,Somewhat Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree
1435,906,70 up,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1436,974,30-39,High School,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,,Strongly Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree
1437,1013,30-39,Less than high School,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Agree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,,Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Agree,Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,,Agree,Strongly Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
1438,640,50-59,Bachelor,Female,,>100000,false,false,false,true,false,,hos,properties first,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree
